Cov_ID
PSX000623966B
PSX000544417C
PSX000672686B
PSX000842051B
PSX000364346C
PSX000557493B
PSX000941985B
PSX000195222C
PSX000886297B
PSX000526305C
PSX000395231C
PSX000411984B
PSX000908746B
PSX000503267C
PSX000481349B
PSX000890816B
PSX000721159C
PSX000308751B
PSX00063707B
PSX000317629C
PSX000689381B
PSX000925932B
PSX000919868B
PSX000958093C
PSX000125052C
PSX000776771B
PSX000822836C
PSX000783429B
PSX000884080B
PSX000694970B
PSX000702978C
PSX000889368C
PSX000898379C
PSX000287942B
PSX000490512A
PSX000967285C
PSX000390831B
PSX000373987B
PSX000956534B
PSX000408872B
PSX000760453A
PSX000907749A
PSX000481386B
PSX000763951B
PSX000596192B
PSX000449373B
PSX000406644B
PSX000590012A
PSX000347836A
PSX000914031B
PSX000930105B
PSX000892331B
PSX000329238B
PSX00050744B
PSX00050744C
PSX000903982A
PSX000382148A
PSX000326297A
PSX00088490C
PSX000472487A
PSX000702978A
PSX00072060A
PSX00049045B
PSX000649117A
PSX000373987A
PSX000346727A
PSX000776043A
PSX000903875A
PSX000374011A
PSX000751587B
PSX00070416C
PSX00048354C
PSX000123474C
PSX000320972B
PSX000722577B
PSX000776086A
PSX000555701B
PSX000641095A
PSX000827230A
PSX000460448A
PSX000761331B
PSX000302362B
PSX000973629C
PSX000884901A
PSX000333768B
PSX000773739A
PSX000702999A
PSX000514181B
PSX00038215A
PSX000800494C
PSX000553722B
PSX000350997B
PSX000586398B
PSX000694952B
PSX000973740B
PSX00074635B
PSX000589653B
PSX000478395B
PSX000882069B
PSX000451015B
PSX000666902B
PSX000577411B
PSX00060997B
PSX000646171B
PSX000588296B
PSX000632961C
PSX000962219B
PSX000341957B
PSX000979452C
PSX000315971A
PSX000624501C
PSX000417474B
PSX000877224B
PSX000662070B
PSX000433425C
PSX000405997C
PSX000961164B
PSX00071642C
PSX000835878C
PSX000732676B
PSX000514111B
PSX000333754A
PSX000748093A
PSX000302362A
PSX000790682A
PSX000914869B
PSX000535407B
PSX00065812B
PSX000801322B
PSX000773326B
PSX000304287A
PSX000973629A
PSX000694952A
PSX000460447A
PSX000548291A
PSX000773707A
PSX000386903A
PSX00088490B
PSX000333754B
PSX000321450A
PSX000321262A
PSX000588183B
PSX000996625B
PSX000118762C
PSX000776043C
PSX000658023B
PSX000647731A
PSX000577411A
PSX000921750A
PSX000304287C
PSX00061043B
PSX00075158B
PSX000862481B
PSX000433276B
PSX000667566C
PSX000556820B
PSX000229463C
PSX000330349C
PSX000880657A
PSX000553864A
PSX000424807B
PSX000733192C
PSX000475871C
PSX000993554C
PSX000776043B
PSX000475871A
PSX000137000C
PSX000770473B
PSX00087689B
PSX000919522B
PSX000346730A
PSX000656943B
PSX000870683B
PSX00052909B
PSX000375459B
PSX000753509C
PSX000645472C
PSX000433035B
PSX000646106A
PSX000884903A
PSX000396272B
PSX000417505B
PSX000737810C
PSX000599434B
PSX000588522B
PSX000112473C
PSX000580224B
PSX000619171B
PSX000980283C
PSX000404644C
PSX00062604B
PSX00049817C
PSX000946417B
PSX000461952B
PSX000434402B
PSX000459754B
PSX000641053A
PSX000486995A
PSX000566576B
PSX000691861C
PSX000317908B
PSX000779714C
PSX000549238B
PSX000486829B
PSX000158164C
PSX000865808B
PSX000591272B
PSX000642774B
PSX000433362B
PSX000791417B
PSX000311484C
PSX000503776B
PSX000442366B
PSX000519255B
PSX000695516C
PSX000653864B
PSX00054037B
PSX00052521B
PSX000641134B
PSX000401950B
PSX000469147B
PSX000744885B
PSX000351531B
PSX000399006B
PSX000969575B
PSX000858562B
PSX000345334C
PSX000984178B
PSX00067365C
PSX000324986B
PSX000477795B
PSX000307806B
PSX000472491A
PSX00077604A
PSX000903886A
PSX000475873A
PSX000899292A
PSX000641053B
PSX000228854C
PSX000823220B
PSX000316006A
PSX000945698B
PSX000366737B
PSX000666293C
PSX000508567B
PSX000324362B
PSX000507448B
PSX000788313B
PSX000876596B
PSX000760254B
PSX000916565B
PSX000421790C
PSX000465417C
PSX00053962B
PSX000764258B
PSX000696398B
PSX000430234B
PSX000904657B
PSX000184047C
PSX000121923C
PSX000398629B
PSX000658886B
PSX000826150B
PSX000602614B
PSX000543504B
PSX000605724A
PSX000484470B
PSX000513326A
PSX000560004A
PSX000692428A
PSX000449633A
PSX000937775C
PSX000457472A
PSX000441196A
PSX00071601B
PSX000422398A
PSX000827560A
PSX000808035A
PSX000748175B
PSX000598415B
PSX000587477C
PSX000646064B
PSX000316415B
PSX000871998B
PSX000670939B
PSX000582543B
PSX000413213B
PSX000544417B
PSX000768544B
PSX000795394B
PSX000703400B
PSX000148489C
PSX000709325A
PSX000653117C
PSX000763846B
PSX000576170B
PSX000541169C
PSX000911469B
PSX000374584B
PSX000483549B
PSX000697852A
PSX000540159A
PSX000557419C
PSX000889441B
PSX000384199B
PSX000318190C
PSX000563627B
PSX000696242C
PSX000312875C
PSX000885921B
PSX000276437C
PSX000314937B
PSX000444349B
PSX00046768B
PSX000754046B
PSX000956523C
PSX000720249B
PSX000736708B
PSX000636387B
PSX000775441B
PSX000292097B
PSX000511179B
PSX000502790B
PSX000890826C
PSX00095001B
PSX00086542B
PSX000758174B
PSX000676778B
PSX000647779A
PSX000741049B
PSX000575487B
PSX000964057B
PSX000567407C
PSX000684333C
PSX00075300B
PSX000799646B
PSX000878378C
PSX000690296B
PSX000920916B
PSX000506312B
PSX00059933A
PSX000543672B
PSX000331935B
PSX000758994B
PSX000580335B
PSX000800494A
PSX000666293B
PSX000321262B
PSX000921359A
PSX000993554A
PSX000729691A
PSX000593712A
PSX000666284A
PSX000927060A
PSX000499396A
PSX000710742C
PSX000427929B
PSX000826486A
PSX000751130A
PSX000585809A
PSX000323844A
PSX000707292A
PSX000883063A
PSX000949608A
PSX000424830B
PSX000288908B
PSX000367738B
PSX000955388B
PSX000462242B
PSX00049045A
PSX000366048A
PSX000404644A
PSX000668117B
PSX000991539B
PSX000625446B
PSX000471480B
PSX000835403B
PSX000829209B
PSX000224057C
PSX000353945C
PSX00023146C
PSX000877540B
PSX000288296B
PSX000566028B
PSX000770709B
PSX000613971B
PSX000390449B
PSX000337409B
